parameter,lbci,posterior.median,ubci
"psi[4,2]",0.176436631,0.383418198,0.643980137
"psi[4,20]",0.272598412,0.536332588,0.807151545
"psi[4,21]",0,0.003243039,0.503125153
"psi[4,22]",0.004963,0.183021654,0.473267551
"psi[4,23]",0.263207729,0.527520671,0.800406074
"psi[4,24]",0.013943323,0.122429611,0.42982817
"psi[4,25]",0.011740233,0.187169957,0.435862731
"psi[4,26]",0.111521044,0.411989647,0.767678559
"psi[4,27]",0.329256242,0.892588275,0.999704258
"psi[4,28]",0.046221421,0.287657561,0.532525753
"psi[4,29]",0.211523858,0.622185564,0.897766081
"psi[4,3]",0.196995351,0.42582128,0.741910053
"psi[4,30]",0.240664615,0.561211621,0.871695641
"psi[4,31]",0,0.012415012,0.140713428
"psi[4,32]",0.00155165,0.034666594,0.185624921
"psi[4,33]",0.000162339,0.009480171,0.116935613
"psi[4,34]",0.013446162,0.162968915,0.92573565
"psi[4,35]",0.000119986,0.031212076,0.273177059
"psi[4,36]",0,0.004007207,0.132122203
"psi[4,37]",0.00461889,0.129103885,0.472325671
"psi[4,38]",0.000890123,0.033576445,0.238028796
"psi[4,39]",0.00068854,0.064100042,0.324306865
"psi[4,4]",0.367614466,0.661140901,0.906466404
"psi[4,40]",0.000405531,0.046125758,0.24815522
"psi[4,41]",0.001322917,0.034711413,0.191205045
"psi[4,42]",0.001280454,0.068183259,0.308156988
"psi[4,43]",0.000688597,0.037626813,0.192756315
"psi[4,44]",0.003857571,0.092384491,0.295489183
"psi[4,45]",0.000190458,0.014511547,0.241371516
"psi[4,46]",0.001821793,0.100177006,0.31605698
"psi[4,47]",0,0.004850482,0.143718611
"psi[4,48]",0.00011045,0.011391702,0.145728134
"psi[4,49]",0.000256882,0.016708755,0.126409697
"psi[4,5]",0.150606568,0.999714465,1
"psi[4,50]",0.000328029,0.045156937,0.247082923
"psi[4,6]",0.104713128,0.359468829,0.692406033
"psi[4,7]",0.019311002,0.193245334,0.450649702
"psi[4,8]",0.333241023,0.638226054,0.894784835
"psi[4,9]",0.003068307,0.109621323,0.325697849
"psi[40,1]",0.189102174,0.476113149,0.843753731
"psi[40,10]",0.115016668,0.298031406,0.571668483
"psi[40,11]",0.019161094,0.16950369,0.673593189
"psi[40,12]",0.015656848,0.1286334,0.447823176
"psi[40,13]",0.006396951,0.078610438,0.331750874
"psi[40,14]",0.007679366,0.091984565,0.473128574
"psi[40,15]",0.032589164,0.238498763,0.64455144
"psi[40,16]",0.03046095,0.154695092,0.371961011
"psi[40,17]",0.020941703,0.184053785,0.67751138
"psi[40,18]",0.000750218,0.035738541,0.232869397
"psi[40,19]",0.006689012,0.096716623,0.449227024
"psi[40,2]",0.010855488,0.091979979,0.345461628
"psi[40,20]",0.001599989,0.041013764,0.241377419
"psi[40,21]",0,0.009573671,0.938219353
"psi[40,22]",0.127997446,0.371494082,0.77335435
"psi[40,23]",0.001850737,0.04632214,0.27967231
"psi[40,24]",0.125394744,0.344569162,0.803083869
"psi[40,25]",0.041798877,0.176625325,0.542487664
"psi[40,26]",0.006760898,0.091865159,0.430135372
"psi[40,27]",0.000143084,0.075647332,0.930982892
"psi[40,28]",0.06257239,0.206780478,0.513824749
"psi[40,29]",0.003487238,0.052856966,0.256644119
"psi[40,3]",0.004549197,0.076932992,0.288385667
"psi[40,30]",0.01967979,0.132909566,0.443003194
"psi[40,31]",0.276117743,0.648968662,0.985892423
"psi[40,32]",0.265928704,0.649868454,0.981351422
"psi[40,33]",0.252232031,0.698313243,0.995349519
"psi[40,34]",0.150898222,0.80392341,0.99792611
"psi[40,35]",0.279262234,0.602670462,0.952622341
"psi[40,36]",0.375524396,0.891586875,0.9996895
"psi[40,37]",0.115325964,0.376780709,0.711641831
"psi[40,38]",0.111543234,0.477294646,0.98812744
"psi[40,39]",0.220139373,0.496269348,0.851483254
"psi[40,4]",0.000435418,0.025542381,0.196491321
"psi[40,40]",0.287727804,0.635320971,0.928923801
"psi[40,41]",0.236059641,0.595124363,0.951697167
"psi[40,42]",0.286999204,0.590954695,0.906854414
"psi[40,43]",0.187109626,0.509853196,0.975380603
"psi[40,44]",0.211766896,0.497981788,0.874784933
"psi[40,45]",0.111059467,0.600734618,0.999222002
"psi[40,46]",0.182666784,0.478445767,0.854582574
"psi[40,47]",0.215378141,0.669407176,0.995597153
"psi[40,48]",0.294485076,0.739315343,0.995295099
"psi[40,49]",0.161542129,0.627741531,0.997526678
"psi[40,5]",0,0.001315241,0.999924986
"psi[40,50]",0.17834034,0.568648132,0.940604799
"psi[40,6]",0.032747992,0.174199845,0.421635572
"psi[40,7]",0.130882123,0.331695066,0.63088211
"psi[40,8]",0.000624614,0.02601224,0.187779354
"psi[40,9]",0.180394234,0.466130266,0.835574394
"psi[41,1]",0.657767576,0.895768692,0.991173857
"psi[41,10]",0.479994704,0.783817046,0.961414068
"psi[41,11]",0.073819669,0.398815312,0.823357809
"psi[41,12]",0.354184573,0.7330263,0.932458612
"psi[41,13]",0.076145112,0.238812066,0.511344339
"psi[41,14]",0.189813795,0.636133084,0.909696431
"psi[41,15]",0.243214899,0.517193493,0.803783214
"psi[41,16]",0.174569278,0.419811729,0.741992574
"psi[41,17]",0.24456861,0.520719739,0.809119027
"psi[41,18]",0.024628921,0.152832376,0.558350084
"psi[41,19]",0.101443981,0.292601667,0.602995925
"psi[41,2]",0.096419045,0.283113904,0.578747399
"psi[41,20]",0.024343608,0.147002627,0.480442658
"psi[41,21]",0,0.004495169,0.842182094
"psi[41,22]",0.216284553,0.530095019,0.843893446
"psi[41,23]",0.040982154,0.196843197,0.607008978
"psi[41,24]",0.396976216,0.659773333,0.854838299
"psi[41,25]",0.232918944,0.515177747,0.759404992
"psi[41,26]",0.20528325,0.574497254,0.835533183
"psi[41,27]",0.340707811,0.96225057,0.99974004
"psi[41,28]",0.449412765,0.694019965,0.899347454
"psi[41,29]",0.017212742,0.19516824,0.549198286
"psi[41,3]",0.077286705,0.301032973,0.621472861
"psi[41,30]",0.407704245,0.764350931,0.934780812
"psi[41,31]",0.5472207,0.878921457,0.997701759
"psi[41,32]",0.399998293,0.738316084,0.954654217
"psi[41,33]",0.358599187,0.723891496,0.978853888
"psi[41,34]",0.022507704,0.562926029,0.997223263
"psi[41,35]",0.625884548,0.89412313,0.996072714
"psi[41,36]",0.437615104,0.866382448,0.996753894
"psi[41,37]",0.521193413,0.779145095,0.972077651
"psi[41,38]",0.147278302,0.483373331,0.809323846
"psi[41,39]",0.609039522,0.847546107,0.988738166
"psi[41,4]",0.014400804,0.119343187,0.482929848
"psi[41,40]",0.682143485,0.93196705,0.998565314
"psi[41,41]",0.38087488,0.698895987,0.941899028
"psi[41,42]",0.682902335,0.938125275,0.998278174
"psi[41,43]",0.377922992,0.629837152,0.885917061
"psi[41,44]",0.601497435,0.818785581,0.971574875
"psi[41,45]",0.14418047,0.640740564,0.952393346
"psi[41,46]",0.586729551,0.835197498,0.981835881
"psi[41,47]",0.425045866,0.834297817,0.997587933
"psi[41,48]",0.442195003,0.784019822,0.980854963
"psi[41,49]",0.378440297,0.765779536,0.969682537
"psi[41,5]",0.26331502,0.993638365,1
"psi[41,50]",0.58948088,0.906526867,0.998795215
"psi[41,6]",0.219092995,0.561719394,0.842277288
"psi[41,7]",0.480514261,0.756708436,0.934308892
"psi[41,8]",0.012357956,0.105348858,0.423669289
"psi[41,9]",0.595277877,0.84231967,0.98075971
"psi[42,1]",0.391968586,0.812932868,0.982084444
"psi[42,10]",0.467097378,0.70119653,0.964344023
"psi[42,11]",0.095883314,0.416049873,0.784553942
"psi[42,12]",0.167537481,0.546074766,0.927583344
"psi[42,13]",0.114166047,0.275259037,0.411885598
"psi[42,14]",0.079700765,0.419914286,0.874695842
"psi[42,15]",0.340930622,0.547887089,0.805264363
"psi[42,16]",0.203090364,0.481633671,0.801986422
"psi[42,17]",0.24124678,0.45998833,0.705567043
"psi[42,18]",0.030503429,0.15654666,0.403236908
"psi[42,19]",0.108355765,0.28496014,0.450617605
"psi[42,2]",0.150551299,0.37687429,0.656185195
"psi[42,20]",0.043603818,0.157522986,0.343666576
"psi[42,21]",0,0.745940551,0.999976708
"psi[42,22]",0.340936854,0.633192268,0.912009823
"psi[42,23]",0.060460512,0.234555208,0.531314278
"psi[42,24]",0.451534059,0.745584696,0.940517567
"psi[42,25]",0.297737285,0.508032777,0.744443314
"psi[42,26]",0.114623448,0.332695549,0.645741608
"psi[42,27]",0.004164858,0.441229695,0.996845494
"psi[42,28]",0.345415278,0.591120052,0.848599269
"psi[42,29]",0.055660806,0.25057411,0.59508863
"psi[42,3]",0.089248275,0.209189076,0.458409968
"psi[42,30]",0.178666856,0.519686812,0.909463618
"psi[42,31]",0.59471527,0.883039929,0.99078557
"psi[42,32]",0.69516348,0.935855467,0.994502912
"psi[42,33]",0.773626401,0.957738923,0.998484298
"psi[42,34]",0.31362847,0.890454159,0.998143079
"psi[42,35]",0.64998184,0.88315247,0.99352802
"psi[42,36]",0.894305105,0.986982404,0.999831247
"psi[42,37]",0.457148432,0.785349961,0.975807141
"psi[42,38]",0.541171213,0.901525034,0.99170252
"psi[42,39]",0.582003487,0.828778637,0.985540208
"psi[42,4]",0.024725992,0.097913312,0.285751071
"psi[42,40]",0.569069748,0.870229417,0.992050295
"psi[42,41]",0.583561991,0.888983486,0.979461244
"psi[42,42]",0.577771486,0.866351624,0.992958622
"psi[42,43]",0.545831907,0.863279456,0.96325603
"psi[42,44]",0.663482159,0.854865941,0.982420875
"psi[42,45]",0.654255293,0.957093055,0.996585378
"psi[42,46]",0.519011804,0.783399844,0.962221743
"psi[42,47]",0.513178828,0.88952469,0.991010191
"psi[42,48]",0.751355492,0.95894397,0.99739461
"psi[42,49]",0.749657949,0.949685096,0.994477863
"psi[42,5]",0,0.2,0.597634313
"psi[42,50]",0.353891909,0.796721736,0.989347159
"psi[42,6]",0.330745148,0.605254652,0.935051798
"psi[42,7]",0.56303686,0.747651338,0.95100072
"psi[42,8]",0.017751174,0.096298194,0.294769835
"psi[42,9]",0.512391603,0.785393399,0.959483347
"psi[43,1]",0.011742079,0.158808105,0.72506766
"psi[43,10]",0.037201197,0.162159099,0.750009745
"psi[43,11]",0.04083636,0.356363139,0.922205127
"psi[43,12]",0.051309932,0.493445123,0.991684978
"psi[43,13]",0.142054027,0.472428112,0.972075475
"psi[43,14]",0.042994474,0.359827549,0.990571756
"psi[43,15]",0.055327054,0.241372624,0.627270347
"psi[43,16]",0.042471635,0.250705471,0.923946955
"psi[43,17]",0.092647972,0.365584762,0.881626534
"psi[43,18]",0.060322502,0.625401429,0.997197907
"psi[43,19]",0.159958354,0.463163247,0.968743863
"psi[43,2]",0.134011817,0.457746958,0.960206781
"psi[43,20]",0.111552994,0.595596614,0.995960115
"psi[43,21]",0,0.110094326,0.999809233
"psi[43,22]",0.011244326,0.114339408,0.432649061
"psi[43,23]",0.106286638,0.615306601,0.992822065
"psi[43,24]",0.014924061,0.102053962,0.43046253
"psi[43,25]",0.072706137,0.275248551,0.690281196
"psi[43,26]",0.121163545,0.474835112,0.984468395
"psi[43,27]",0.000622003,0.124107037,0.999831527
"psi[43,28]",0.096190777,0.31272132,0.897402633
"psi[43,29]",0.063618914,0.594523724,0.997818682
"psi[43,3]",0.110957799,0.504068184,0.987214613
"psi[43,30]",0.044043149,0.460321794,0.993215406
"psi[43,31]",0,0.010755998,0.367795958
"psi[43,32]",0.000967024,0.033977841,0.563534319
"psi[43,33]",0,0.007517959,0.658434079
"psi[43,34]",0,0.073590579,0.667733058
"psi[43,35]",0,0.021554007,0.435724968
"psi[43,36]",0,0.004099208,0.864811239
"psi[43,37]",0.004011269,0.100681008,0.521059716
"psi[43,38]",0.001489033,0.058530865,0.627087504
"psi[43,39]",0.000398416,0.045280701,0.439638851
"psi[43,4]",0.104227279,0.741645158,0.999169492
"psi[43,40]",0.000206705,0.029227765,0.403642105
"psi[43,41]",0.001906511,0.04222638,0.502155675
"psi[43,42]",0.00065969,0.047788784,0.432108326
"psi[43,43]",0.000462447,0.044566765,0.445548755
"psi[43,44]",0.00313768,0.109109587,0.446930931
"psi[43,45]",0,0.024374211,0.54270769
"psi[43,46]",0.005924026,0.119888611,0.517000333
"psi[43,47]",0,0.006967417,0.370654604
"psi[43,48]",0,0.010269961,0.669435768
"psi[43,49]",0,0.012400557,0.472134477
"psi[43,5]",0,0.5,0.72628426
"psi[43,50]",0.000103763,0.037434977,0.449755251
"psi[43,6]",0.058859413,0.312304137,0.859550459
"psi[43,7]",0.039266144,0.221614747,0.621451205
"psi[43,8]",0.097347524,0.700140699,0.999185141
"psi[43,9]",0.009243924,0.125806862,0.506102107
"psi[44,1]",0.041470504,0.22016792,0.509121457
"psi[44,10]",0.039931193,0.150200881,0.323036972
"psi[44,11]",0.003814917,0.072340706,0.419125208
"psi[44,12]",0.03673514,0.20627226,0.594884194
"psi[44,13]",0.025022438,0.104408846,0.272940583
"psi[44,14]",0.030474689,0.193852986,0.776684096
"psi[44,15]",0.025852504,0.112768828,0.295392905
"psi[44,16]",0.02390863,0.105929613,0.292726173
"psi[44,17]",0.018293148,0.135752619,0.370421022
"psi[44,18]",0.009834682,0.084730638,0.356960593
"psi[44,19]",0.020004454,0.105146561,0.311589354
"psi[44,2]",0.02582898,0.11680929,0.293542291
"psi[44,20]",0.015254644,0.094115954,0.329476608
"psi[44,21]",0,0.000984211,0.481022133
"psi[44,22]",0.00765027,0.068046319,0.263981836
"psi[44,23]",0.009501224,0.073939056,0.312195226
"psi[44,24]",0.044621555,0.117277108,0.379616335
"psi[44,25]",0.018869091,0.102927383,0.307308643
"psi[44,26]",0.033584474,0.175481803,0.471271058
"psi[44,27]",0,0.144614343,0.717720984
"psi[44,28]",0.044026631,0.159636003,0.384382707
"psi[44,29]",0.012836851,0.095024638,0.478093123
"psi[44,3]",0.018762006,0.102173133,0.295201966
"psi[44,30]",0.043228532,0.212725894,0.589990582
"psi[44,31]",0.018224271,0.091504083,0.336357178
"psi[44,32]",0.023634188,0.113564659,0.396219822
"psi[44,33]",0.011339894,0.080995501,0.361026207
"psi[44,34]",0.000324563,0.07565932,0.597594975
"psi[44,35]",0.015291803,0.091997527,0.27092733
"psi[44,36]",0.00468463,0.093446762,0.527420369
"psi[44,37]",0.018273911,0.099497885,0.313778464
"psi[44,38]",0.010966014,0.095286982,0.392528276
"psi[44,39]",0.02133921,0.102095418,0.268717395
"psi[44,4]",0.011775794,0.087784018,0.378741971
"psi[44,40]",0.023146781,0.160404826,0.380296053
"psi[44,41]",0.018171646,0.107478309,0.3381243
"psi[44,42]",0.034650661,0.179714493,0.400585745
"psi[44,43]",0.022524878,0.085571431,0.259864064
"psi[44,44]",0.031798513,0.128138679,0.376466282
"psi[44,45]",0.012074771,0.089116368,0.748013716
"psi[44,46]",0.020220117,0.160917805,0.430640442
"psi[44,47]",0.010711096,0.058995645,0.357842216
"psi[44,48]",0.011284188,0.089461973,0.371319964
"psi[44,49]",0.016797428,0.087294189,0.535202374
"psi[44,5]",0,0.5,0.949943179
"psi[44,50]",0.010748221,0.104999739,0.374463973
"psi[44,6]",0.017408236,0.102745812,0.324782858
"psi[44,7]",0.040641924,0.128821839,0.361724893
"psi[44,8]",0.011751259,0.100428592,0.409396133
"psi[44,9]",0.028860204,0.172777742,0.449055264
"psi[45,1]",0.144198185,0.471078613,0.873156944
"psi[45,10]",0.096203921,0.352339152,0.63839168
"psi[45,11]",0.002086721,0.191234401,0.754465302
"psi[45,12]",0.003280284,0.104443817,0.406444351
"psi[45,13]",0.001559707,0.057472003,0.218151505
"psi[45,14]",0.000833166,0.04991584,0.312922002
"psi[45,15]",0.042715827,0.264221554,0.525338805
"psi[45,16]",0.011920453,0.126564342,0.361448337
"psi[45,17]",0.017187583,0.162106437,0.462715835
"psi[45,18]",0.000474835,0.026584514,0.129768195
"psi[45,19]",0.002096246,0.06658171,0.255312078
"psi[45,2]",0.002689245,0.083461196,0.266233562
"psi[45,20]",0.000167849,0.027391116,0.145910275
"psi[45,21]",0,0.001567246,0.398298714
"psi[45,22]",0.131643723,0.573101255,0.904642697
"psi[45,23]",0.000461454,0.049604909,0.263616899
"psi[45,24]",0.178267202,0.545157508,0.854178118
"psi[45,25]",0.027301906,0.193353884,0.440839112
"psi[45,26]",0.001883031,0.058052705,0.320157565
"psi[45,27]",0,0.022308765,0.869431388
"psi[45,28]",0.031231566,0.229179343,0.446605634
"psi[45,29]",0.000480063,0.050202287,0.250763568
"psi[45,3]",0.000546923,0.040931801,0.196423185
"psi[45,30]",0.003423377,0.097553437,0.406752421
"psi[45,31]",0.602661525,0.921128689,0.998846942
"psi[45,32]",0.240195612,0.754845753,0.993123847
"psi[45,33]",0.401264059,0.878892388,0.998487771
"psi[45,34]",0.023369853,0.565542664,0.998441744
"psi[45,35]",0.557357148,0.903148255,0.996299503
"psi[45,36]",0.617063104,0.967450138,0.999955931
"psi[45,37]",0.279176834,0.717097961,0.911663625
"psi[45,38]",0.177329828,0.668410956,0.969336026
"psi[45,39]",0.454608789,0.82568137,0.975769099
"psi[45,4]",0,0.014055547,0.131817792
"psi[45,40]",0.547143609,0.865196632,0.992748005
"psi[45,41]",0.202921165,0.652823687,0.96774122
"psi[45,42]",0.485703493,0.82077835,0.981259912
"psi[45,43]",0.49474586,0.821093861,0.978689576
"psi[45,44]",0.35085954,0.640312417,0.953943934
"psi[45,45]",0.576242892,0.92986192,0.998437177
"psi[45,46]",0.192909491,0.521216281,0.937934593
"psi[45,47]",0.577522563,0.951259011,0.999733576
"psi[45,48]",0.420037119,0.880315727,0.998913871
"psi[45,49]",0.633811315,0.93416504,0.996692852
"psi[45,5]",0,0.2,0.448596927
"psi[45,50]",0.45627259,0.826029388,0.989988316
"psi[45,6]",0.02789314,0.220241572,0.445508228
"psi[45,7]",0.132906506,0.437822528,0.748444548
"psi[45,8]",0,0.014066475,0.106217135
"psi[45,9]",0.165021844,0.499832734,0.92484171
"psi[46,1]",0.006916997,0.073814514,0.312958388
"psi[46,10]",0.024727599,0.107496618,0.326415861
"psi[46,11]",0.085783051,0.410842782,0.816871359
"psi[46,12]",0.028675291,0.192366369,0.511769187
"psi[46,13]",0.122504892,0.294551012,0.549758768
"psi[46,14]",0.011074072,0.134643233,0.483539549
"psi[46,15]",0.031109903,0.156202873,0.379760315
"psi[46,16]",0.079206571,0.272172079,0.570510478
"psi[46,17]",0.046121009,0.185034106,0.468197894
"psi[46,18]",0.141672386,0.379139067,0.721767245
"psi[46,19]",0.105267543,0.279868407,0.524150391
"psi[46,2]",0.115973981,0.275698723,0.509464459
"psi[46,20]",0.164314199,0.393548669,0.707005945
"psi[46,21]",0,0.095361685,0.999997417
"psi[46,22]",0.04524237,0.269774337,0.681343534
"psi[46,23]",0.097651922,0.35921059,0.647612034
"psi[46,24]",0.045529502,0.182907611,0.543966425
"psi[46,25]",0.043504068,0.153306274,0.33468603
"psi[46,26]",0.03186152,0.15843338,0.465340735
"psi[46,27]",0,0.047519563,0.688454844
"psi[46,28]",0.054040734,0.173718279,0.393544115
"psi[46,29]",0.163477404,0.495960154,0.866589215
"psi[46,3]",0.095365864,0.278597633,0.546567177
"psi[46,30]",0.028403161,0.172816371,0.478940357
"psi[46,31]",0.002081301,0.02860434,0.423364722
"psi[46,32]",0.016281381,0.09089913,0.368448267
"psi[46,33]",0.004811178,0.047087227,0.239893795
"psi[46,34]",0.001114879,0.093719255,0.731956338
"psi[46,35]",0.002929473,0.053139762,0.442389183
"psi[46,36]",0.00223647,0.03915966,0.252359933
"psi[46,37]",0.011138479,0.146175499,0.545796808
"psi[46,38]",0.02880887,0.1391697,0.537045384
"psi[46,39]",0.005567313,0.083174578,0.479322278
"psi[46,4]",0.152669202,0.419146594,0.78999036
"psi[46,40]",0.002262091,0.046935594,0.379386099
"psi[46,41]",0.017080511,0.080576337,0.307023634
"psi[46,42]",0.001850792,0.057468701,0.394651041
"psi[46,43]",0.022629429,0.162667319,0.55798564
"psi[46,44]",0.018100769,0.096650251,0.276169111
"psi[46,45]",0.011721734,0.133637155,0.634265089
"psi[46,46]",0.011924235,0.086901867,0.277668883
"psi[46,47]",0.001550061,0.022742723,0.567555454
"psi[46,48]",0.006242641,0.053997507,0.262473285
"psi[46,49]",0.008451762,0.079368454,0.474297381
"psi[46,5]",0,0.2,0.562791535
"psi[46,50]",0.002430801,0.052165003,0.428017677
"psi[46,6]",0.046075087,0.226322252,0.488913328
"psi[46,7]",0.036157208,0.139125922,0.338980142
"psi[46,8]",0.188414432,0.460485716,0.811461347
"psi[46,9]",0.009461297,0.08225977,0.283735444
"psi[47,1]",0.002574205,0.062942886,0.271350698
"psi[47,10]",0.011312735,0.089508857,0.23826804
"psi[47,11]",0.046586478,0.340770332,0.912154973
"psi[47,12]",0.102012848,0.282928226,0.86782024
"psi[47,13]",0.216300107,0.503630011,0.932209242
"psi[47,14]",0.034059748,0.228548623,0.841740546
"psi[47,15]",0.060002915,0.204258718,0.557649643
"psi[47,16]",0.073485571,0.28427275,0.721828584
"psi[47,17]",0.110200542,0.338123611,0.78129198
"psi[47,18]",0.256231478,0.644390635,0.989402543
"psi[47,19]",0.230323201,0.487098332,0.918674102
"psi[47,2]",0.184623461,0.449988919,0.933135713
"psi[47,20]",0.257579597,0.61610339,0.977086869
"psi[47,21]",0,0.282301919,0.9999807
"psi[47,22]",0.010248149,0.108171951,0.549298337
"psi[47,23]",0.178921499,0.568363467,0.978069039
"psi[47,24]",0.006184111,0.060612321,0.29620233
"psi[47,25]",0.06591702,0.206467966,0.611090202
"psi[47,26]",0.146876417,0.38501827,0.851583046
"psi[47,27]",0,0.082879036,0.726268795
"psi[47,28]",0.063606307,0.22723568,0.542776845
"psi[47,29]",0.226663834,0.619240743,0.984728923
"psi[47,3]",0.214194513,0.474780506,0.92467518
"psi[47,30]",0.067100341,0.253040018,0.770240378
"psi[47,31]",0,0.004912051,0.093160071
"psi[47,32]",0.001880645,0.043215456,0.602716166
"psi[47,33]",0.000137853,0.012165211,0.305084248
"psi[47,34]",0.000421358,0.079733291,0.94533338
"psi[47,35]",0,0.009074558,0.121178988
"psi[47,36]",0,0.007335203,0.464559253
"psi[47,37]",0.001382364,0.041764805,0.232740416
"psi[47,38]",0.005753401,0.088883989,0.591379091
"psi[47,39]",0.000265566,0.017415614,0.148371839
"psi[47,4]",0.314383906,0.714591047,0.99131562
"psi[47,40]",0,0.011103447,0.123104058
